30.0293 -2.68555 -9.92636 -0.459687
0.427246 0.427246 -9.85932 -0.428562
0.549316 0.183105 -9.8665 -0.457293
0.366211 0.366211 -9.91439 -0.416591
0.427246 0.549316 -9.87369 -0.490811
0.366211 0.488281 -9.83777 -0.378284
0.427246 0.427246 -9.85932 -0.304064
-0.305176 0.732422 -9.94312 -0.42138
0.671387 0.488281 -9.79468 -0.399832
0.549316 0.427246 -9.95988 -0.45011
0.427246 0.366211 -9.82341 -0.426168
0.488281 0.488281 -9.84735 -0.433351
0.488281 0.549316 -9.88566 -0.454898
0.427246 0.549316 -9.86411 -0.442927
1.58691 0.305176 -8.83939 -0.725443
-0.915527 2.80762 -9.65342 -0.407014
0.732422 1.40381 -10.0892 -0.766145
1.89209 5.24902 -8.77954 0.514753
3.90625 7.14111 -8.03734 -1.96803
11.6577 5.49316 -9.84496 1.34554
-2.74658 5.37109 -10.3501 -0.512359
-13.1226 2.80762 -11.8154 0.023942
-6.34766 4.3335 -15.0236 -2.15478
-10.0098 2.86865 -12.3421 0.955286
-15.8081 3.479 -12.4259 0.711078
0.244141 4.02832 -5.19302 0.167594
-6.83594 4.3335 -10.3573 -0.703895
-5.06592 -1.46484 -5.55934 1.12767
15.9912 2.2583 -12.4834 -3.98635
-7.99561 0.12207 -4.05099 1.88663
5.24902 2.44141 -4.21379 -4.57293
0.244141 5.12695 -12.9407 3.53145
-0.732422 1.64795 -12.1027 1.51553
-1.28174 2.92969 -12.8186 -5.39414
-30.6396 0.183105 -10.0461 2.57137
-44.1895 5.12695 -27.8541 -0.488417
7.87354 6.46973 0.933739 5.80833
28.4424 5.61523 -8.52815 -0.179565
-29.3579 6.16455 -20.6739 -7.6806
7.56836 3.23486 -15.3229 -4.49152
-14.8315 -2.0752 -6.70137 0.775721
-14.8315 -2.0752 -6.70137 0.775721
5.7373 0.854492 -8.16902 4.4987
-11.7798 1.46484 -7.52976 -3.881
-17.8223 2.0752 -8.48744 -4.20901
1.70898 4.27246 -16.1202 -0.696713
10.8643 4.08936 -10.1562 -4.83629
6.53076 4.94385 -1.38385 1.59933
0.305176 -0.915527 -18.7035 -2.33195
2.19727 -20.9961 -13.623 -4.31196
19.4092 -25.1465 -3.80199 -2.45406
30.8228 -21.3013 -13.0963 -2.11169
-2.86865 -27.2217 -14.516 -6.55532
18.1885 -26.1841 -7.32386 -4.40533
2.74658 -24.5361 -7.84819 0.545878
-10.0708 -26.4893 -9.48104 0.881066
-4.69971 -23.8037 -14.1952 -4.0869
18.1885 -28.9917 -5.90889 2.37984
-8.78906 -19.6533 -13.2184 -4.35745
-11.9019 -21.4233 -14.3604 3.11964
37.1094 -15.3198 -5.6144 3.04542
6.04248 -17.1509 -12.5169 -1.52032
-11.0474 -17.6392 -19.2111 -4.07972
-20.9961 -17.334 -13.0149 1.27372
-23.3154 -23.6206 -11.8872 -6.82108
1.34277 -14.7705 -20.298 -3.90015
27.3438 -18.6768 -7.23528 2.27689
9.82666 -21.4844 -15.9933 -7.05092
7.20215 -27.4658 -13.2495 0.248997
-13.916 -37.7808 -11.8585 -3.73974
-11.7798 -47.6685 -8.9591 -1.50595
-11.7798 -47.6685 -8.9591 -1.50595
19.5312 -45.8984 -6.22732 0.905008
2.44141 -48.0957 -17.5878 -3.4285
-7.87354 -47.3022 -13.2519 -2.49955
-30.5786 -50.9033 -11.655 -5.08289
13.3057 -42.7856 -8.50181 -2.19788
4.02832 -45.9595 -5.24809 -3.51708
9.46045 -46.0815 -3.03585 1.53947
-12.9395 -31.4331 -9.71806 -5.38695
-15.3198 -35.7666 -12.3541 -3.14598
-13.855 -12.8784 -9.5385 2.82516
-13.5498 -11.1084 -14.7986 2.49715
7.50732 13.4277 -5.75087 -2.38462
17.2119 23.1323 -4.89375 -0.229843
-3.90625 7.50732 -12.9622 -3.84748
-9.27734 0.488281 -12.9359 -5.80594
4.82178 2.92969 -2.73418 -1.0726
8.97217 2.38037 -14.3125 3.36385
-35.8887 -2.44141 -13.0604 -1.09415
-25.3296 7.50732 -18.1121 1.43173
-8.54492 3.23486 -7.75243 0.323217
17.8833 5.12695 -2.69108 0.45011
-1.89209 3.60107 -10.2855 0.150835
15.3198 1.70898 -5.533 -1.06542
5.18799 -2.01416 -0.847547 -1.01754
0.244141 -3.60107 -7.60398 -1.90818
-10.2539 -1.46484 -6.17704 0.172383
5.5542 5.79834 -10.829 1.42216
0.732422 2.01416 -15.4282 5.23133
-10.8032 0.549316 -8.45153 0
-12.3901 2.92969 -8.94234 -0.912191
23.1934 4.88281 -8.94234 -0.912191
13.4888 1.83105 1.69031 0.837971
17.334 0.12207 -4.77164 -3.71101
23.1323 1.09863 -0.720655 -0.816423
22.8271 -0.183105 2.00634 -5.34386
-28.0762 4.69971 -14.3293 2.82276
-2.31934 5.43213 -14.8273 -5.50427
-10.1318 8.48389 -16.5128 3.8834
14.6484 6.04248 -11.2312 0.969652
7.08008 2.68555 -11.3725 -0.68953
3.35693 0.671387 -6.24408 0.684742
6.28662 2.80762 -15.2822 2.13563
29.9072 -3.60107 -3.27766 -6.37576
39.6118 -2.13623 -2.75333 -0.169988
-14.6484 -9.70459 -12.9526 2.02789
26.7944 -0.305176 -9.98382 0.967257
28.7476 -1.09863 -3.04782 0.519542
0 -3.479 -11.3533 -3.00472
7.14111 -2.92969 -4.7884 -0.646434
-13.4888 -2.92969 -9.67976 -2.35111
-3.90625 -1.58691 -9.19373 -0.205901
4.27246 0.671387 -7.49385 1.87227
5.37109 -3.479 -14.4634 -3.6344
0.793457 -1.40381 -13.2878 -5.533
-30.4565 -0.427246 -26.9276 -7.21373
-0.0610352 4.02832 -1.97522 4.83629
