0.488281 0.488281 -9.85453 -0.519542 -0
0.488281 0.366211 -9.89763 -0.560243 -0
0.366211 0.488281 -9.8689 -0.543484 -0
0.305176 0.671387 -9.88566 -0.521936 -0
0.427246 0.488281 -9.84017 -0.500388 -0
0.366211 0.366211 -9.88805 -0.514753 -0
0.427246 0.305176 -9.88805 -0.56982 -0
0.488281 0.427246 -9.89284 -0.536301 -0
0.427246 0.305176 -9.89045 -0.507571 -0
0.427246 0.366211 -9.90002 -0.512359 -0
0.427246 0.488281 -9.93833 -0.517148 -0
-0.0610352 0.427246 -9.10036 0.270545 -0
1.28174 1.83105 -11.0852 0.505177 -0
-1.89209 2.99072 -4.55377 -1.79326 -0
9.0332 -3.96729 -9.98382 -4.93924 -0
10.0098 1.58691 -13.1083 0.526724 -0
-5.49316 -4.63867 -7.78594 1.91057 -0
-13.6108 -3.72314 -11.9902 1.29047 -0
3.96729 -1.15967 -13.1059 2.95444 -0
-23.1934 -1.46484 -8.94953 1.42934 -0
25.0854 -5.18799 -9.40442 -0.732626 0.0719785
-4.57764 -0.305176 -4.98233 8.1738 0.0719785
13.6719 12.6343 -8.94474 -0.56982 0.0719785
6.53076 13.4277 -6.42843 2.60729 0.0719785
14.3433 11.4136 -12.5049 6.07648 0.0719785
-16.6626 7.26318 -12.5049 6.07648 0.0719785
-5.98145 15.7471 -12.7443 2.60489 0.0719785
15.564 26.1841 -13.7236 -1.80762 0.0749791
-10.0098 26.6724 -12.5169 0.715866 0.149949
-17.4561 60.791 -20.0155 4.23774 0.149949
-11.7798 63.7207 -16.8241 5.1595 0.131955
-8.54492 74.7681 -6.67025 3.82833 0.0929737
-2.38037 85.3882 -10.4076 -3.16274 0.0659773
5.5542 60.3638 -7.61596 -1.10612 0.0599851
2.99072 39.7339 -9.71567 -6.73728 0.0569845
-10.437 30.4565 -16.5607 -1.43173 0.0569845
-4.02832 25.5737 -10.422 4.52504 0.0749791
2.62451 34.4849 -5.23851 -1.21865 0.0749791
-1.34277 23.2544 -9.16979 1.93212 0.0779797
-8.54492 24.8413 -17.9733 -1.34554 0.0779797
24.353 27.6489 -11.0014 2.31519 0.0779797
6.46973 17.8833 -13.7978 -5.51385 0.0779797
3.23486 18.7378 -14.0061 -4.78122 0.101967
-13.2446 18.9209 -5.82749 0.543484 0.11396
5.98145 19.3481 3.75411 9.68933 0.110968
-4.88281 20.4468 -28.7424 -9.34696 0.11396
2.62451 24.7192 -7.64469 -1.06303 0.110968
4.94385 28.3203 -7.5968 3.92888 0.110968
-18.7988 30.3345 -19.6732 -0.790087 0.110968
-2.50244 26.6113 -9.66539 0.653617 0.110968
17.5171 39.3677 -3.9217 5.42766 0.110968
23.4375 39.4897 -1.43652 -0.0646434 -0
-3.78418 21.4233 -14.5807 2.77488 -0
4.15039 17.8833 -6.69898 -0.670376 -0
9.52148 7.01904 -10.6877 0.629675 -0
-4.82178 2.68555 -9.22007 -4.55617 -0.113951
-26.8555 -15.8081 -9.67976 -2.34392 -0
3.84521 -20.874 -15.105 -3.18429 -0.0179858
-15.2588 -21.1182 -13.9941 -2.12605 -0.0509744
0.488281 -17.1509 -14.4299 1.84593 -0
-2.56348 -15.7471 -17.9709 1.04387 -0
